Proc_number,10,30,50,70,90,110,130,150,170,190,210,230,250,270,290,310,330,350,370,390,410,430,450,470,490
1,1.36681,4.00758,5.60307,7.85271,9.46903,11.6672,14.7859,15.7134,21.4132,52.8767,80.8221,34.9363,33.2022,35.4835,46.2998,38.8524,54.4367,40.5685,40.1347,38.9059,44.5661,42.33,46.5839,58.1088,61.0222
2,0.903142,3.53021,7.35874,6.76335,8.71172,10.6048,13.036,14.7815,17.5821,18.6402,20.8035,23.666,27.8366,35.308,35.7495,33.2389,35.7664,37.8514,37.7963,34.3964,34.3878,36.9496,42.5979,40.5022,46.5512
3,0.881589,2.71038,4.69574,5.94912,6.98262,8.88494,11.473,13.1767,15.3284,16.1266,17.234,19.0822,20.9252,24.1311,26.7357,25.8298,27.3924,29.1259,30.5851,32.6971,34.8029,36.2895,38.7425,39.9531,42.7682
4,0.758959,2.33883,3.88199,5.59973,8.08433,9.31142,12.3463,12.9444,13.9748,15.6695,17.2277,19.1233,20.6001,22.4496,24.3688,25.9397,28.122,29.8689,31.753,33.873,35.6094,37.4136,38.574,39.928,45.7314
5,0.768442,2.42658,5.34065,6.8972,8.37305,9.44843,10.7331,12.2066,13.8672,16.0302,17.2012,18.841,20.5938,22.742,24.2931,26.1931,28.2085,29.5327,32.4826,32.9874,35.0596,36.7693,39.2574,42.5562,42.7355
6,0.769154,2.37839,4.02298,6.20021,7.16767,9.45132,11.3682,12.3324,14.1189,15.6248,17.7558,19.5997,21.4244,23.2526,25.0834,27.3498,27.8265,29.443,31.2475,33.2749,36.0112,37.1869,41.9419,41.855,42.7413
7,0.77718,2.34995,3.9784,5.70756,8.84988,13.5649,11.9821,12.4813,14.1124,16.5977,17.6088,19.1792,20.9549,22.7777,25.0183,26.4673,27.8458,29.5627,32.8117,34.7187,35.3367,44.3524,41.4227,41.2489,43.4367
8,0.793221,3.03014,4.01788,5.60961,7.32333,9.116,11.2891,12.7157,14.1364,16.1417,17.8773,19.169,20.9432,22.9504,26.5095,26.6621,28.5117,30.5953,32.8472,36.4604,38.5507,37.571,38.97,41.9357,44.6956
9,0.913707,2.73687,4.65335,6.41805,7.25969,8.96304,10.9544,13.653,14.5152,16.9372,18.88,19.354,21.9047,24.4829,25.1556,28.1747,32.7287,32.8693,33.9165,34.0261,36.1505,37.6125,38.8861,41.2448,42.8316
10,0.860436,2.45026,4.23471,5.94891,7.58072,8.96471,11.1313,14.0752,14.1857,15.9498,18.3522,19.5734,21.184,23.0547,24.9698,26.5591,30.4972,31.4091,33.5116,34.1034,36.3694,38.5745,41.7786,41.2174,45.098
11,0.843798,2.65668,4.30967,6.09363,7.80019,9.69113,12.236,12.7589,14.2537,16.4157,18.2186,19.7285,21.2691,24.4941,26.9357,27.1538,28.8116,30.3761,33.4925,34.7905,37.3883,37.7935,39.8099,41.5053,43.1181
12,0.799173,2.51527,4.15836,5.7642,7.46842,9.13115,11.8794,13.3663,14.3987,16.1425,18.2823,19.9467,24.0308,26.1238,26.3164,28.2947,29.1735,30.3382,32.0767,34.8843,36.1372,40.0969,39.4528,42.8182,43.2655
13,0.803153,2.39767,4.25288,5.88513,7.57099,9.67466,13.5467,13.8048,14.8723,17.3871,19.0768,21.6014,23.2438,25.2876,26.6802,26.8607,28.6845,30.394,32.8654,34.3936,36.1189,39.5155,43.3117,41.6707,43.5216
14,0.808865,2.47539,5.40503,6.6257,7.87976,10.6907,11.4001,12.9842,14.647,16.37,18.4143,19.9357,21.5248,23.5436,25.3062,27.274,30.2366,32.8684,34.0363,35.3861,38.4167,38.9972,41.1146,44.0938,44.7086
15,0.858462,2.54576,4.56681,6.25908,8.5654,9.83742,10.9984,12.9574,15.3173,17.4699,18.1428,20.1674,21.7489,24.5559,25.4118,27.5403,30.9028,33.0928,33.0333,34.5492,36.5516,39.0282,44.474,42.2639,44.625
16,0.818821,2.44193,4.34687,6.51821,7.6916,9.31668,11.0947,13.3185,15.1003,16.3479,18.467,21.4223,23.8042,26.1315,26.7859,27.3897,29.164,32.1302,37.2475,37.7474,37.1118,39.8843,41.8099,42.0785,46.0744
17,0.819281,2.48102,4.18365,5.86203,7.65205,9.38316,11.474,13.9662,15.7948,18.0094,19.87,21.9152,23.1593,23.882,26.2383,30.0866,31.7056,33.5362,35.9644,34.9583,37.3894,39.6507,40.9391,43.0007,45.2188
18,0.821916,2.46419,4.24166,6.15891,7.87221,9.70536,11.3715,13.2551,14.9425,17.617,19.8138,21.9095,23.8441,30.16,27.8189,30.3573,32.1253,34.5336,42.1082,38.443,38.8259,39.2848,41.4415,45.2681,48.3932
19,0.826597,2.48458,4.23616,5.93234,7.60583,9.49754,11.4091,13.4782,14.7487,16.7445,18.4326,22.1645,24.8409,24.7514,26.672,28.9231,30.4723,34.1486,33.8696,35.9039,37.3058,40.3247,43.4231,42.9019,53.3942
